"ID","MAIN_ENGINE_MANUFACTURER","NUMBER_OF_PROPELLORS","MAIN_ENGINE_CAPACITY","TYPE_OF_FUEL","BOW_THRUSTER","STERN_THRUSTER","SHIP_CATEGORY"
4102,"",,18021,"","","","TANKER"
4103,"",,33100,"HFO","","","TANKER"
4105,"",,2795,"","","","GEN CARGO"
4106,"",,14931,"HFO","","","TANKER"
4107,"",,21331,"HFO","","","TANKER"
4108,"",,10297,"HFO","","","BULK"
4109,"",,10297,"HFO","","","BULK"
4110,"",,10298,"","","","BULK"
4111,"",,21331,"HFO","","","TANKER"
4112,"",,8532,"HFO","","","BULK"
1949,"",,2000,"HFO","","","GEN CARGO"
1950,"",,882,"HFO","","","TUG"
1951,"",,577,"HFO","","","OFFSHORE"
1952,"",,0,"HFO","","","GEN CARGO"
1953,"",,286,"","","","GEN CARGO"
1954,"",,1585,"HFO","","","WORKSHIP"
1957,"",,294,"HFO","","","GEN CARGO"
1958,"",,1324,"HFO","","","GEN CARGO"
1959,"",,2059,"HFO","","","TUG"
1960,"",,414,"HFO","","","WORKSHIP"
1961,"",,0,"","","","FISHING"
1962,"",,433,"HFO","","","GEN CARGO"
1963,"",,331,"HFO","","","WORKSHIP"
1964,"",,735,"HFO","","","TUG"
1965,"",,911,"HFO","","","NAVY"
1968,"",,183,"HFO","","","GEN CARGO"
1969,"",,458,"","","","YACHT"
1970,"",,794,"HFO","","","TUG"
1971,"",,529,"HFO","JA","","TUG"
1972,"",,250,"HFO","","","PASSENGER"
1973,"",,294,"HFO","","","TANKER"
1974,"",,220,"HFO","JA","","SAIL"
1975,"",,360,"HFO","","","GEN CARGO"
1977,"",,736,"","","","GEN CARGO"
1978,"",,10121,"HFO","","","TUG"
1979,"",,927,"HFO","350 PK","","OFFSHORE"
1980,"",,809,"HFO","","","OFFSHORE"
1983,"",,367,"HFO","","","GEN CARGO"
1984,"",,485,"HFO","","","GEN CARGO"
1985,"",,736,"","","","GEN CARGO"
1986,"",,415,"HFO","","","GEN CARGO"
2225,"",,11401,"HFO","","","GEN CARGO"
2226,"",,2427,"HFO","","","OFFSHORE"
2227,"",,279,"HFO","","","YACHT"
2228,"",,11401,"HFO","","","GEN CARGO"
2229,"",,2942,"","2 X","","OFFSHORE"
2231,"",,1213,"HFO","","","TUG"
2232,"",,1125,"HFO","","","DREDGING"
2233,"",,2353,"HFO","JA","","PASSENGER"
2234,"",,485,"HFO","","","GEN CARGO"
2235,"",,4502,"","","","PASSENGER"
2236,"",,2324,"HFO","800 PK","","GEN CARGO"
2237,"",,6156,"HFO","JA","","PASSENGER"
2238,"",,147,"HFO","","","GEN CARGO"
2532,"",,809,"HFO","","","TANKER"
2533,"",,1103,"","300 PK","","TANKER"
2534,"",,588,"HFO","","","GEN CARGO"
2536,"",,588,"HFO","","","TANKER"
2538,"",,2206,"HFO","","","GEN CARGO"
2539,"",,5590,"HFO","","","TANKER"
2541,"",,2942,"","","","GEN CARGO"
2542,"",,11033,"HFO","","","TANKER"
2543,"",,220,"","","","GEN CARGO"
2544,"",,1472,"HFO","","","TUG"
2545,"",,1029,"HFO","","","GEN CARGO"
2547,"",,882,"MDO","","","TUG"
2548,"",,2353,"HFO","","","TANKER"
2549,"",,1640,"","380 PK","","DREDGING"
2550,"",,1987,"HFO","JA","","GEN CARGO"
2551,"",,1838,"","","","GEN CARGO"
2552,"",,1324,"HFO","450 PK","","DREDGING"
2553,"",,3530,"","","","GEN CARGO"
2555,"",,1029,"HFO","","","GEN CARGO"
2557,"",,3824,"","","","OFFSHORE"
2558,"",,7061,"","","","BULK"
2559,"",,845,"","","","GEN CARGO"
2560,"",,514,"HFO","","","YACHT"
2561,"",,1140,"","","","GEN CARGO"
2562,"",,368,"MDO","","","WORKSHIP"
2563,"",,735,"HFO","","","GEN CARGO"
2564,"",,735,"HFO","","","GEN CARGO"
2565,"",,772,"HFO","JA","","BULK"
2566,"",,5296,"","","","BULK"
2567,"",,644,"HFO","74 KW","","OFFSHORE"
2569,"",,235,"","","","GEN CARGO"
2570,"",,1103,"HFO","","","GEN CARGO"
2571,"",,1250,"HFO","300","","GEN CARGO"
2572,"",,1500,"HFO","","","TANKER"
2573,"",,22066,"HFO"," "," ","GEN CARGO"
2574,"",,2942,"HFO","","","GEN CARGO"
2575,"",,2133,"","","","GEN CARGO"
2576,"",,3530,"","","","OFFSHORE"
106961,"",,2040,"HFO","230 KW","","GEN CARGO"
106962,"",,4320,"HFO","350 KW","","GEN CARGO"
2577,"",,13533,"","","","TANKER"
2578,"",,1103,"HFO","","","GEN CARGO"
2579,"",,1213,"HFO","","","TANKER"
3350,"",,970,"HFO","","","GEN CARGO"
3351,"",,970,"HFO","","","GEN CARGO"
3352,"",,1000,"HFO","","","GEN CARGO"
3354,"",,809,"HFO","","","GEN CARGO"
3356,"",,4486,"HFO","","","GEN CARGO"
3358,"",,882,"HFO","","","GEN CARGO"
3359,"",,1471,"HFO","300 PK","VS","GEN CARGO"
3360,"",,89500,"HFO","","","NAVY"
3361,"",,5884,"HFO","JA","","GEN CARGO"
3362,"",,6395,"","","","GEN CARGO"
3363,"",,5884,"HFO","","","BULK"
3364,"",,5296,"","","","BULK"
3365,"",,9268,"","600 PK","","GEN CARGO"
3366,"",,57815,"HFO","3000 PK","","GEN CARGO"
3367,"",,919,"HFO","","","GEN CARGO"
3368,"",,8826,"HFO","","","BULK"
3369,"",,8873,"HFO","","","GEN CARGO"
3371,"",,4965,"","","","GEN CARGO"
3372,"",,19860,"HFO","","","GEN CARGO"
3373,"",,2162,"HFO","","","GEN CARGO"
3374,"",,1618,"HFO","","","GEN CARGO"
3375,"",,1103,"","","","GEN CARGO"
3376,"",,7083,"HFO","","","GEN CARGO"
3377,"",,735,"HFO","350 PK","","GEN CARGO"
3378,"",,17064,"HFO","","","GEN CARGO"
3379,"",,2574,"","","","GEN CARGO"
3380,"",,1178,"HFO","","","GEN CARGO"
3381,"",,1000,"HFO","250 PK","","GEN CARGO"
3382,"",,323,"HFO","","","TANKER"
3385,"",,19860,"HFO","JA","JA","GEN CARGO"
3386,"",,13534,"HFO","","","TANKER"
3387,"",,12504,"","","","TANKER"
3388,"",,919,"HFO","","","OFFSHORE"
3389,"",,2353,"HFO","","","GEN CARGO"
3390,"",,2353,"HFO","","","GEN CARGO"
3391,"",,2853,"","","","FISHING"
3392,"",,853,"HFO","","","GEN CARGO"
3393,"",,1655,"HFO","","","GEN CARGO"
3395,"",,8496,"","","","BULK"
3396,"",,8532,"HFO","","","BULK"
3397,"",,14240,"HFO","","","PASSENGER"
3398,"",,10298,"","","","BULK"
3399,"",,2162,"MDO","150 KW","","TUG"
4165,"",,8820,"","","","BULK"
4166,"",,8496,"HFO","","","BULK"
4169,"",,14789,"HFO","","","BULK"
5175,"",,7727,"HFO","","","BULK"
5176,"",,8948,"HFO","","","TANKER"
5177,"",,8948,"HFO","","","TANKER"
5179,"",,8948,"","","","TANKER"
5180,"",,7059,"HFO","JA","","DREDGING"
5181,"",,1434,"HFO","166 KW","","GEN CARGO"
5182,"",,1434,"HFO","200 KW","","GEN CARGO"
5183,"",,1433,"","","","GEN CARGO"
5184,"",,1470,"HFO","184 KW","","GEN CARGO"
5186,"",,1902,"HFO","JA","","OFFSHORE"
5187,"",,4413,"HFO","320 PK","","TANKER"
5188,"",,1529,"HFO","","","GEN CARGO"
5189,"",,1096,"","","","GEN CARGO"
5190,"",,1099,"HFO","","","GEN CARGO"
5191,"",,2206,"HFO","JA","","DREDGING"
5192,"",,17212,"HFO","JA","","GEN CARGO"
5194,"",,17212,"HFO","700","","GEN CARGO"
5196,"",,17212,"HFO","750","","GEN CARGO"
5197,"",,17212,"HFO","750","","GEN CARGO"
5199,"",,4501,"","600 PK","","TUG"
5200,"",,1471,"","","","GEN CARGO"
5201,"",,0,"","","","PONTOON"
5202,"",,1618,"HFO","","","GEN CARGO"
5203,"",,882,"HFO","","","SALVAGE"
5204,"",,7282,"HFO","","","BULK"
5205,"",,736,"HFO","","","OFFSHORE"
5207,"",,21331,"HFO"," "," ","COMBI"
5209,"",,4634,"HFO","","","GEN CARGO"
5210,"",,1228,"HFO","","","GEN CARGO"
5211,"",,5296,"","","","TUG"
5212,"",,5148,"HFO","","","TUG"
5213,"",,10298,"","","","BULK"
5214,"",,4414,"HFO","","","TUG"
5215,"",,2648,"HFO","","","GEN CARGO"
5216,"",,12798,"HFO","","","GEN CARGO"
5217,"",,2353,"HFO","","","GEN CARGO"
5219,"",,8606,"","","","BULK"
5220,"",,3972,"HFO","","","GEN CARGO"
5221,"",,3972,"","","","GEN CARGO"
5222,"",,3972,"HFO","","","GEN CARGO"
2239,"",,588,"","","","GEN CARGO"
2240,"",,1691,"HFO","","","GEN CARGO"
2241,"",,1176,"","","","GEN CARGO"
2475,"",,2133,"","","","TANKER"
2476,"",,1324,"HFO","","","TANKER"
2477,"",,2500,"HFO","","","TUG"
2478,"",,662,"HFO","","","GEN CARGO"
2479,"",,7944,"","","","GEN CARGO"
2480,"",,1103,"","","","TANKER"
2481,"",,588,"HFO","","","GEN CARGO"
2482,"",,1213,"MDO","","","TUG"
2483,"",,970,"HFO","","","GEN CARGO"
2484,"",,19124,"HFO","","","GEN CARGO"
2486,"",,12784,"HFO","","","PASSENGER"
2487,"",,884,"HFO","","","TUG"
2488,"",,5296,"","","","BULK"
2489,"",,9575,"","","","GEN CARGO"
2491,"",,1472,"HFO","","","WORKSHIP"
2492,"",,735,"HFO","","","GEN CARGO"
2493,"",,2133,"HFO","","","TANKER"
2494,"",,441,"HFO","","","BULK"
2497,"",,2853,"HFO","","","GEN CARGO"
2498,"",,970,"HFO","","","GEN CARGO"
2499,"",,2706,"HFO","JA","","OFFSHORE"
2500,"",,530,"HFO","","","GEN CARGO"
2501,"",,735,"HFO","","","GEN CARGO"
2502,"",,1206,"HFO","","","TUG"
2503,"",,809,"HFO","","","TANKER"
2504,"",,919,"HFO","","","TANKER"
2507,"",,919,"HFO","140 KW","","SALVAGE"
2508,"",,5296,"","","","BULK"
2509,"",,1095,"HFO","","","TANKER"
2510,"",,2942,"HFO","J","","DREDGING"
2511,"",,2942,"HFO","","","DREDGING"
2512,"",,7944,"","","","GEN CARGO"
2513,"",,809,"HFO","","","TANKER"
2514,"",,1507,"HFO","","","TANKER"
2515,"",,,"","","","TUG"
2516,"",,331,"","","","GEN CARGO"
2517,"",,294,"HFO","","","TANKER"
2519,"",,900,"HFO","","","GEN CARGO"
2520,"",,9702,"HFO","459 KW","","TUG"
2521,"",,367,"HFO","","","GEN CARGO"
2522,"",,809,"HFO","","","TANKER"
2523,"",,14711,"HFO","","","TANKER"
2580,"",,551,"HFO","","","TUG"
2583,"",,1471,"HFO","","","TANKER"
2584,"",,1471,"","","","GEN CARGO"
2585,"",,8208,"HFO","800 PK","","PASSENGER"
2586,"",,1529,"HFO","","","GEN CARGO"
2587,"",,3825,"","","","GEN CARGO"
2588,"",,2133,"HFO","","","GEN CARGO"
2589,"",,17653,"","","","GEN CARGO"
2590,"",,19201,"HFO","750 KW","","PASSENGER"
2591,"",,892,"","","","GEN CARGO"
2592,"",,2486,"HFO","JA","","TUG"
2593,"",,1618,"HFO","","","GEN CARGO"
2594,"",,1213,"HFO","","","TANKER"
2596,"",,1029,"HFO","","","GEN CARGO"
2597,"",,970,"","","","GEN CARGO"
2598,"",,970,"HFO","","","GEN CARGO"
2600,"",,970,"","","","GEN CARGO"
2601,"",,735,"","","","GEN CARGO"
2602,"",,3825,"","","","GEN CARGO"
2603,"",,970,"HFO","","","GEN CARGO"
2604,"",,970,"HFO","","","GEN CARGO"
2606,"",,970,"HFO","","","GEN CARGO"
2607,"",,853,"","","","TANKER"
2608,"",,1176,"MDO","170","","GEN CARGO"
2609,"",,1029,"HFO","220 PK","","GEN CARGO"
2610,"",,970,"HFO","","","GEN CARGO"
2611,"",,235,"HFO","","","GEN CARGO"
2613,"",,3179,"HFO","250 PK","","TANKER"
2614,"",,6380,"HFO","2 X","","GEN CARGO"
2616,"",,853,"HFO","","","GEN CARGO"
2617,"",,2942,"","","","GEN CARGO"
2618,"",,734,"HFO","","","TANKER"
2619,"",,5296,"HFO","","","BULK"
2620,"",,7061,"","","","BULK"
2621,"",,1176,"HFO","140 KW","","GEN CARGO"
2622,"",,1280,"HFO","","","TANKER"
2624,"",,2206,"HFO","","","GEN CARGO"
2625,"",,3383,"HFO","","","TANKER"
2626,"",,2133,"HFO","","","TANKER"
2627,"",,1899,"HFO","","","OFFSHORE"
2628,"",,1103,"HFO","","","GEN CARGO"
107011,"",,6810,"HFO","542 KW","","TANKER"
107061,"",,0,"","","","PONTOON"
3251,"",,7723,"","","","BULK"
3401,"",,736,"","","","GEN CARGO"
4402,"",,1471,"HFO","","","TUG"
4403,"",,1760,"","","","GEN CARGO"
4404,"",,1760,"HFO","","","GEN CARGO"
4405,"",,1760,"HFO","","","GEN CARGO"
4406,"",,1919,"HFO","","","GEN CARGO"
4407,"",,1765,"HFO","340 PK","","GEN CARGO"
4408,"",,2133,"HFO","JA","","TUG"
4410,"",,4531,"HFO","JA","","TUG"
4411,"",,4531,"HFO","313 KW","","TUG"
4412,"",,2265,"HFO","460 PK","460 PK","TUG"
4413,"",,2265,"HFO","","","TUG"
4414,"",,23538,"HFO","","","TANKER"
4415,"",,3913,"HFO","","","GEN CARGO"
4417,"",,1055,"HFO","","","GEN CARGO"
4420,"",,331,"HFO","","","TANKER"
4421,"",,8605,"HFO","","","TANKER"
4422,"",,7282,"HFO","","","BULK"
4424,"",,14931,"","","","TANKER"
4425,"",,8385,"HFO","2X","","PASSENGER"
4426,"",,8820,"HFO","","","BULK"
4427,"",,8495,"HFO","","","BULK"
4428,"",,8820,"HFO","","","BULK"
4429,"",,6178,"HFO","JA","2X","TUG"
4430,"",,20080,"HFO","","","TANKER"
4431,"",,19713,"HFO","","","TANKER"
4433,"",,25000,"","JA","","PASSENGER"
4435,"",,5178,"HFO","412 KW","","TUG"
4049,"",,8500,"HFO","","","TANKER"
4050,"",,6620,"HFO","","","TANKER"
4051,"",,3898,"HFO","","","TUG"
4052,"",,794,"HFO","","","GEN CARGO"
4053,"",,2648,"HFO","450 PK","","GEN CARGO"
4054,"",,1824,"HFO","JA","","GEN CARGO"
4055,"",,2901,"HFO","400","","TANKER"
4056,"",,22361,"","","","TANKER"
4058,"",,2206,"HFO","560PK","","GEN CARGO"
4060,"",,2059,"HFO","","","TANKER"
4061,"",,853,"","","","GEN CARGO"
4062,"",,441,"HFO","","","GEN CARGO"
4063,"",,8826,"","800 PK","","GEN CARGO"
4064,"",,8532,"HFO","","","TANKER"
4113,"",,6914,"HFO","","","GEN CARGO"
4114,"",,9635,"HFO","","","GEN CARGO"
4117,"",,6914,"HFO","","","GEN CARGO"
4118,"",,20080,"HFO","","","TANKER"
4119,"",,17579,"","","","BULK"
4120,"",,9636,"","","","GEN CARGO"
4121,"",,9635,"HFO","","","BULK"
4122,"",,8495,"HFO","","","BULK"
4123,"",,8495,"HFO","","","BULK"
4124,"",,8495,"HFO","","","GEN CARGO"
4125,"",,8495,"HFO","","","GEN CARGO"
4127,"",,0,"HFO","","","TANKER"
4129,"",,2795,"HFO","","","GEN CARGO"
4130,"",,14931,"","","","TANKER"
4131,"",,8495,"","","","BULK"
4132,"",,8495,"HFO","","","BULK"
4133,"",,8827,"","","","BULK"
4134,"",,8826,"HFO","","","BULK"
4135,"",,8827,"","","","BULK"
4136,"",,8826,"","","","BULK"
4138,"",,10298,"","","","BULK"
4139,"",,10298,"","","","BULK"
4140,"",,10297,"HFO","","","BULK"
4141,"",,9406,"HFO","","","GEN CARGO"
4142,"",,9635,"HFO","","","BULK"
4145,"",,14931,"HFO","","","TANKER"
4146,"",,3678,"","","","OFFSHORE"
4147,"",,8804,"HFO","","","GEN CARGO"
4148,"",,5884,"","","","GEN CARGO"
4149,"",,10298,"","","","BULK"
4150,"",,3310,"HFO","","","TANKER"
4151,"",,23538,"HFO","","","TANKER"
4152,"",,10592,"HFO","","","TANKER"
4153,"",,4560,"HFO","","","GEN CARGO"
4155,"",,8496,"","","","BULK"
4157,"",,14931,"HFO","","","TANKER"
4159,"",,8495,"HFO","","","BULK"
4160,"",,8494,"HFO","","","BULK"
4161,"",,8495,"HFO","","","BULK"
4162,"",,8494,"HFO","","","BULK"
4163,"",,6178,"HFO","","","BULK"
4164,"",,8495,"HFO","","","BULK"
2524,"",,717,"HFO","","","TANKER"
2525,"",,735,"HFO","","","GEN CARGO"
2526,"",,662,"HFO","","","GEN CARGO"
107111,"",,10500,"HFO","","","BULK"
107112,"",,3700,"HFO","","","GEN CARGO"
2213,"",,779,"HFO","","","GEN CARGO"
2214,"",,220,"HFO","","","GEN CARGO"
2215,"",,7414,"","","","PASSENGER"
2216,"",,573,"HFO","","","GEN CARGO"
2218,"",,375,"","","","GEN CARGO"
2219,"",,1103,"HFO","","","WORKSHIP"
2221,"",,776,"HFO","JA","","TUG"
2222,"",,625,"HFO","","","GEN CARGO"
2223,"",,519,"HFO","300 PK","250 PK","GEN CARGO"
2224,"",,1581,"HFO","","","OFFSHORE"
1869,"",,286,"HFO","","","GEN CARGO"
1870,"",,194,"HFO","","","GEN CARGO"
1871,"",,7813,"","JA","","PASSENGER"
1872,"",,375,"HFO","","","GEN CARGO"
1873,"",,237,"","450 PK","","PASSENGER"
1874,"",,699,"","","","OFFSHORE"
1876,"",,1250,"HFO","JA","","OFFSHORE"
1877,"",,639,"HFO","","","GEN CARGO"
1879,"",,312,"HFO","","","SAIL"
1880,"",,735,"HFO","500 PK","","TUG"
1881,"",,625,"HFO","","","TUG"
1882,"",,110,"HFO","","","SAIL"
1883,"",,364,"HFO","","","TUG"
1884,"",,698,"HFO","","","BULK"
1885,"",,595,"HFO","","","GEN CARGO"
1886,"",,1224,"","","","SALVAGE"
1887,"",,1765,"HFO","JA","JA","OFFSHORE"
1889,"",,1176,"HFO","","","TUG"
1891,"",,6105,"HFO","","","PASSENGER"
1893,"",,294,"HFO","","","GEN CARGO"
1894,"",,143,"","","","GEN CARGO"
1895,"",,158,"HFO","","","PASSENGER"
1896,"",,787,"HFO","120 PK","","OFFSHORE"
1897,"",,220,"HFO","","","GEN CARGO"
1899,"",,191,"HFO","","","TANKER"
1900,"",,294,"","","","WORKSHIP"
1901,"",,205,"HFO","N","","GEN CARGO"
1902,"",,970,"HFO","","","TUG"
1904,"",,559,"HFO","","","DREDGING"
1905,"",,312,"HFO","","","GEN CARGO"
3252,"",,4560,"HFO","","","GEN CARGO"
3253,"",,1029,"HFO","","","OFFSHORE"
3254,"",,2589,"HFO","","","TANKER"
3255,"",,1942,"MDO","JA","","TUG"
3256,"",,2199,"","JA","","BULK"
3257,"",,2206,"HFO","380","","GEN CARGO"
3258,"",,10077,"HFO","700 PK","","BULK"
3259,"",,6609,"","300 PK","","GEN CARGO"
3260,"",,1838,"HFO","","","TUG"
3262,"",,595,"HFO","","","GEN CARGO"
3263,"",,853,"HFO","","","GEN CARGO"
3264,"",,2942,"HFO","","","GEN CARGO"
3265,"",,2795,"HFO","JA","","PASSENGER"
3267,"",,704,"MDO","","","OFFSHORE"
3268,"",,747,"MDO","","","FISHING"
3269,"",,1140,"HFO","","","GEN CARGO"
3270,"",,1051,"HFO","","","OFFSHORE"
3271,"",,970,"HFO","200 PK","","GEN CARGO"
3272,"",,6620,"","420 PK","","GEN CARGO"
3273,"",,1787,"HFO","","","GEN CARGO"
3275,"",,4045,"HFO","","","GEN CARGO"
3276,"",,662,"","","","GEN CARGO"
3278,"",,1655,"HFO","","","TUG"
3279,"",,4413,"HFO","JA","","GEN CARGO"
3280,"",,1471,"HFO","","","TUG"
3281,"",,1471,"HFO","","","TUG"
3282,"",,8500,"","","","BULK"
3283,"",,2133,"HFO","300 PK","","GEN CARGO"
3284,"",,3449,"HFO","","","TANKER"
3285,"",,14932,"","","","TANKER"
3286,"",,970,"HFO","","","TANKER"
3288,"",,1103,"HFO","110 KW","","GEN CARGO"
3289,"",,2319,"","150 PK","","GEN CARGO"
3291,"",,17647,"HFO","735 KW","","PASSENGER"
3292,"",,5001,"HFO","750 PK","","GEN CARGO"
3293,"",,1368,"HFO","221 KW","","TUG"
3294,"",,739,"","","","GEN CARGO"
3295,"",,1838,"HFO","","","GEN CARGO"
3296,"",,1864,"HFO","","","FISHING"
3297,"",,18897,"","2200PK","","GEN CARGO"
3299,"",,1471,"HFO","170","","GEN CARGO"
3300,"",,1177,"HFO","","","GEN CARGO"
2995,"",,1320,"HFO","250PK","","GEN CARGO"
4065,"",,3530,"HFO","","600 PK","TANKER"
4066,"",,1639,"HFO","200 PK","","GEN CARGO"
3769,"",,11033,"HFO","","","PASSENGER"
3771,"",,1618,"HFO","","","GEN CARGO"
3772,"",,1279,"HFO","60 KW","","GEN CARGO"
3773,"",,1279,"HFO","60 KW","","GEN CARGO"
3774,"",,3677,"HFO","600PK","","TANKER"
3775,"",,13250,"HFO","800 PK","","PASSENGER"
3776,"",,15893,"HFO","","","PASSENGER"
3777,"",,3912,"HFO","JA","","TUG"
3779,"",,15299,"HFO","","","TANKER"
3780,"",,15299,"HFO","","","TANKER"
3781,"",,8283,"","","","BULK"
3782,"",,8238,"","","","BULK"
3783,"",,8238,"","","","GEN CARGO"
3784,"",,8238,"HFO","N","","BULK"
3785,"",,6711,"","","","GEN CARGO"
3786,"",,3972,"HFO","","","GEN CARGO"
3787,"",,6711,"HFO","","","GEN CARGO"
3788,"",,3974,"HFO","","","GEN CARGO"
3791,"",,6472,"HFO","JA","","TUG"
3792,"",,1279,"HFO","","","TUG"
3793,"",,1279,"HFO","","","TUG"
3794,"",,6392,"HFO","","","GEN CARGO"
3795,"",,6436,"HFO","","","GEN CARGO"
3796,"",,20963,"HFO","","","TANKER"
3797,"",,941,"HFO","","","GEN CARGO"
3798,"",,941,"HFO","","","DREDGING"
3799,"",,2574,"HFO","JA","","TUG"
3801,"",,2574,"HFO","JA","","TANKER"
3803,"",,1059,"HFO","","","GEN CARGO"
3804,"",,23537,"HFO","","","BULK"
3805,"",,14122,"HFO","1200PK","","OFFSHORE"
3806,"",,3383,"HFO","JA","","TUG"
3807,"",,23999,"HFO","2X3500KW","1350 KW","OFFSHORE"
3809,"",,5443,"HFO","","","BULK"
3811,"",,8827,"","","","BULK"
3812,"",,23538,"","","","TANKER"
3813,"",,1655,"HFO","","","GEN CARGO"
3814,"",,1471,"HFO","JA","","TANKER"
3815,"",,2934,"HFO","450","","GEN CARGO"
3816,"",,2942,"HFO","","","GEN CARGO"
1848,"",,360,"HFO","","","GEN CARGO"
1850,"",,331,"HFO","","","GEN CARGO"
1851,"",,551,"HFO","JA","","SALVAGE"
1852,"",,551,"HFO","","","GEN CARGO"
1854,"",,478,"HFO","","","GEN CARGO"
1855,"",,312,"HFO","","","GEN CARGO"
1856,"",,1544,"HFO","JA","","TUG"
1857,"",,,"","","","TUG"
1858,"",,331,"HFO","","","TUG"
1859,"",,515,"MDO","","","SAIL"
1860,"",,625,"HFO","","","TUG"
1861,"",,662,"MDO","","","TUG"
1862,"",,2133,"","","","GEN CARGO"
1866,"",,1000,"HFO","","","TUG"
1867,"",,221,"","","","GEN CARGO"
1868,"",,1655,"HFO","","","GEN CARGO"
1580,"",,,"","NEEN","6900","COMBI"
1581,"",,,"","NEEN","NEEN","GEN CARGO"
1583,"",,,"","JA","","PONTOON"
1584,"",,,"HFO","NEEN","","COMBI"
1585,"",,,"HFO","250 PK","","GEN CARGO"
1586,"",,1,"","","","GEN CARGO"
1587,"",,,"","","","GEN CARGO"
1588,"",,0,"","NEEN","JA","TANKER"
1589,"",,,"","NEEN","JA","DREDGING"
1590,"",,,"","NEEN","9000","BULK"
1592,"",,,"","NEEN","","BULK"
1594,"",,,"","","","OFFSHORE"
1595,"",,,"HFO","","","TUG"
1596,"",,536,"","JA","","YACHT"
1597,"",,338,"HFO","","","YACHT"
1599,"",,912,"HFO","","","YACHT"
1600,"",,1156,"HFO","","","YACHT"
1601,"",,383,"","","","SAIL"
1602,"",,2312,"HFO","75 KW","","YACHT"
1603,"",,3980,"HFO","30 KW","","YACHT"
1604,"",,5519,"HFO","100 KW","","YACHT"
1605,"",,1655,"HFO","JA","","YACHT"
1607,"",,2399,"HFO","","","YACHT"
1609,"",,2549,"HFO","JA","","YACHT"
1610,"",,2103,"HFO","","","YACHT"
1611,"",,6472,"HFO","JA","","YACHT"
1612,"",,3769,"HFO","JA","","YACHT"
1613,"",,1350,"HFO","JA","","YACHT"
1906,"",,220,"HFO","","","GEN CARGO"
1907,"",,220,"HFO","","","GEN CARGO"
1908,"",,253,"HFO","","","SAIL"
1910,"",,8900,"HFO","","","GEN CARGO"
1911,"",,259,"HFO","","","GEN CARGO"
107113,"",,13080,"HFO","","","BULK"
107114,"",,67200,"","3 X","","PASSENGER"
107161,"",,1940,"MDO","","","WORKSHIP"
1912,"",,279,"MDO","","","PASSENGER"
1913,"",,88,"HFO","","","GEN CARGO"
1914,"",,212,"MDO","","","SAIL"
1915,"",,205,"HFO","","","GEN CARGO"
1916,"",,2206,"HFO","","","GEN CARGO"
1918,"",,12872,"HFO","","","WORKSHIP"
1919,"",,2648,"HFO","","","PASSENGER"
1920,"",,10439,"HFO","","","BULK"
1921,"",,257,"HFO","","","GEN CARGO"
1922,"",,777,"HFO","","","OFFSHORE"
1923,"",,338,"","","","GEN CARGO"
1924,"",,257,"HFO","","","GEN CARGO"
1925,"",,220,"HFO","","","WORKSHIP"
1926,"",,772,"","","","GEN CARGO"
1927,"",,2699,"HFO","","","GEN CARGO"
2630,"",,1030,"HFO","","","YACHT"
2631,"",,1471,"HFO","","","GEN CARGO"
2632,"",,1897,"HFO","","","TUG"
2634,"",,1838,"HFO","","","GEN CARGO"
2635,"",,662,"HFO","","","GEN CARGO"
2636,"",,4796,"HFO","","","DREDGING"
2637,"",,1618,"HFO","200","","GEN CARGO"
2638,"",,2133,"","","","GEN CARGO"
2639,"",,735,"HFO","65 KW","","DREDGING"
2640,"",,3236,"","","","GEN CARGO"
2641,"",,7723,"HFO","","","BULK"
2642,"",,970,"HFO","","","TUG"
2643,"",,1320,"HFO","","","TANKER"
2644,"",,1103,"","","","TANKER"
2645,"",,3825,"","","","GEN CARGO"
2647,"",,1103,"","","","TUG"
2649,"",,235,"HFO","","","GEN CARGO"
2650,"",,1029,"HFO","","","GEN CARGO"
2651,"",,2133,"HFO","","","TANKER"
2652,"",,1103,"HFO","","","GEN CARGO"
2653,"",,11033,"HFO","","","TANKER"
2996,"",,2206,"HFO","","","TANKER"
2998,"",,1147,"HFO","","","GEN CARGO"
2999,"",,3273,"HFO","","","TANKER"
3000,"",,12578,"","","","GEN CARGO"
3002,"",,5884,"","","","BULK"
3003,"",,1912,"HFO","JA","","GEN CARGO"
3004,"",,14002,"HFO","2X600 PK","","PASSENGER"
3005,"",,1103,"HFO","","","GEN CARGO"
3006,"",,8208,"","","","GEN CARGO"
3008,"",,6178,"HFO","","","BULK"
3009,"",,1469,"HFO","JA","","GEN CARGO"
3010,"",,1029,"HFO","","","GEN CARGO"
3011,"",,7795,"","","","BULK"
3012,"",,736,"HFO","","","GEN CARGO"
3015,"",,1809,"HFO","","","TUG"
3016,"",,5884,"","","","BULK"
3017,"",,1103,"HFO","","","GEN CARGO"
3019,"",,1839,"","","","GEN CARGO"
3020,"",,970,"HFO","","","GEN CARGO"
3021,"",,8500,"","","","GEN CARGO"
3022,"",,2603,"HFO","2X275PK","","DREDGING"
3023,"",,1324,"HFO","","","GEN CARGO"
3024,"",,441,"HFO","","","GEN CARGO"
3025,"",,735,"HFO","","","GEN CARGO"
3026,"",,2868,"HFO","375","","GEN CARGO"
3027,"",,3382,"HFO","","","GEN CARGO"
3028,"",,7282,"","","","BULK"
