ID	ZB_TYPE	SHIPNUMBER	SHIPNUMBER_TYPE	CALLSIGN	SHIPNAME	LENGTH	BEAM	MMSI_NUMBER	MAXIMUM_DRAUGHT	TONNAGE	CATEGORY
383	B	2103826	IVR		IJSSEL	36	7.67	244615968	9	0	8000
384	B	2326564	IVR		YOURI	110	11.4	244620028	36	2985	8020
385	B	3050831	IVR		SALLAND	20	4.38	244620033	0	0	8400
386	B	2316938	IVR		HORIZON	80	9.4	244620058	13	15	8440
387	B	2330272	IVR		PROCYON	110	11.45	244620087	38	3192	8020
389	B	2307415	IVR		ALBATROS	80	10.08	244620095	28	1306	8010
390	B	2313732	IVR		TIDA KIRA	58	6.2	244620172	22	512	8010
391	B	2330212	IVR		VOLTERRA	135	15	244620196	43	6272	8020
392	B	2331138	IVR		SARON	135	11.45	244620207	38	4202	8010
393	B	2323817	IVR		NOVALIS	86	10.54	244620268	31	1754	8010
394	B	2209228	IVR		MNO ANNA	70	9.6	244620272	37	1487	8010
395	B	2330239	IVR		MARIPOSA	110	11.45	244620284	36	3271	8010
396	B	2330203	IVR		VAGEBOND	135	14.2	244620320	38	5207	8030
397	B	2330440	IVR		PEALKO	110	11.45	244620321	36	3210	8010
398	B	2322183	IVR		DRAKAR	80	8.22	244620328	23	1064	8010
399	B	2326537	IVR		PRIMERA	135	16.8	244620352	42	6673	8020
400	B	2317371	IVR		LEVI	94	11.38	244620393	43	3687	8150
401	B	2322715	IVR		LUCIA	23	5.96	244620396	0	0	8430
402	B	2328416	IVR		SYLVANA	110	11.45	244620414	35	3137	8010
403	B	2330361	IVR		PROFILER	20	4.75	244620417	0	0	8460
404	B	3240022	IVR		MARJO	29	5.05	244620434	15	0	8440
405	B	2305238	IVR		GANDALF	44	6.19	244620471	24	0	8440
406	B	2322889	IVR		MI ANNA	95	9.5	244620507	28	1710	8010
407	B	2327429	IVR		MERCURIUS AMSTERDAM	86	11.55	244620511	35	2152	8030
408	B	2312714	IVR		ALWA 1	85	8.23	244620519	26	1199	8010
409	B	2309521	IVR		JENNY	23	5.16	244620521	0	0	8430
410	B	2330183	IVR		INVOTIS IV	43	9.44	244620542	27	550	8010
411	B	2330490	IVR		FANTOOM	110	11.45	244620567	36	3006	8020
412	B	2205047	IVR		MERGUS	85	8.66	244620619	27	1317	8010
413	B	2331015	IVR		VECTOR	135	11.45	244620640	0	4201	8010
414	B	2327101	IVR		NOVALIS	110	11.4	244620654	30	2349	8020
415	B	2330640	IVR		THREANT	110	11.45	244620670	40	3650	8010
416	B	2330198	IVR		AMICE	135	11.45	244620677	0	3940	8010
417	B	2330197	IVR		ADDIO	135	17.1	244620701	42	6789	8010
418	B	2329473	IVR		MARILENKA	110	11.45	244620712	33	2900	8010
419	B	2310381	IVR		EERLAND 4	23	6.2	244620729	27	0	8400
420	B	2330155	IVR		DORTSMAN II	135	17.1	244620737	0	6040	8010
421	B	2330828	IVR		VOLENDAM	86	11.45	244620740	33	1917	8020
422	B	2318658	IVR		TESCO 7	85	8.2	244790215	27	1298	8010
423	B	2330727	IVR		TEMPTATION	135	17.1	244620781	0	6000	8030
424	B	2330262	IVR		VASCO DA GAMA	96	11.5	244620818	27	2037	8150
425	B	2322413	IVR		MARTENS 9	31	5.9	244620834	0	146	8020
426	B	2103555	IVR		BARBARA 5	70	6.98	244620835	25	742	8020
427	B	2312435	IVR		MARTENS 8	22	4.38	244620837	16	71	8020
428	B	2330689	IVR		NOVUM	135	14.2	244620839	0	4585	8030
429	B	2330687	IVR		HEROS	104	11.45	244620846	30	2450	8010
430	B	2328633	IVR		LINDOS	104	11.45	244620848	0	3231	8010
431	B	3010870	IVR		TETRUMA 3	35	4.6	244620849	21	179	8020
432	B	2330686	IVR		FACTOFOUR	135	17.1	244620859	0	6438	8010
433	B	2203959	IVR		IRIS	22	5.32	244620862	20	0	8430
434	B	2330454	IVR		ALPHA 3	110	11.4	244620869	33	2777	8020
435	B	2331062	IVR		COMMODORE	110	11.4	244620874	0	2525	8020
436	B	2330728	IVR		ORANJE NASSAU III	110	11.4	244620875	40	3460	8020
437	B	2331002	IVR		ORANJE NASSAU II	110	13.5	244620876	43	4283	8020
438	B	2324792	IVR		GERARD ALBERT	135	11.45	244620889	35	3743	8010
439	B	2314212	IVR		NAUTIC 2	85	8.3	244790191	28	1300	8010
440	B	2331217	IVR		SPLENDID	135	11.45	244620903	35	3831	8010
441	B	3290214	IVR		SANNE H	43	7.23		26	398	8010
442	B	2331067	IVR		INGE	95	11.45	244620910	36	2770	8010
443	B	2330600	IVR		INGE II	88	11.45	244620911	0	2642	8150
444	B	2326210	IVR		EXPERIENCE	135	11.45	244620934	42	4558	8020
445	B	2325529	IVR		BALANCE	110	11.44	244620935	34	3015	8010
446	B	2325102	IVR		CUNADO	110	12.54	244620936	40	3932	8010
447	B	2317734	IVR		VERITAS	110	11.4	244620937	34	3010	8010
448	B	2212395	IVR		PRISA	110	11.45	244620938	34	2912	8010
449	B	2328649	IVR		SCOPUS	110	11.45	244620939	37	3250	8010
450	B	2324120	IVR		VOGUE	110	11.45	244620940	33	2764	8010
451	B	2312238	IVR		NULLI CEDO	105	11.45	244620941	33	2852	8010
452	B	2302775	IVR		SEMPRE	30	5.58	244770110	26	0	8430
453	B	2316303	IVR		VEERHAVEN II	40	14.98	244620943	19	0	8430
454	B	2316363	IVR		VEERHAVEN IV	40	14.98	244620944	19	0	8430
455	B	2322865	IVR		VEERHAVEN VIII	40	14.98	244620945	19	0	8430
456	B	2323833	IVR		VEERHAVEN IX	40	14.99	244620946	19	0	8430
457	B	2329273	IVR		VEERHAVEN X	40	15	244620947	20	0	8430
458	B	2325901	IVR		JOMA	86	9.52	244620952	32	1687	8010
459	B	2326780	IVR		MARIE-LOUISE	125	11.45	244620953	36	3467	8020
460	B	2327379	IVR		SOVEREIGN	135	13.5	244620954	46	5552	8020
461	B	2318590	IVR		MANUELA	70	11.5	244620955	27	1512	8010
462	B	2331475	IVR		RAPSODY	135	11.45	244620956	36	3902	8010
463	B	2313547	IVR		JANNY	62	8.2	244620957	25	780	8010
464	B	2327653	IVR		NOORDENWIND	110	11.4	244620958	36	3257	8010
465	B	2331454	IVR		VECTURA	110	11.45	244620959	37	3251	8010
466	B	2328562	IVR		DESCANSO	135	11.45	244620960	36	3950	8010
467	B	2326622	IVR		ROZALINDE	110	13.55	244620961	36	3498	8020
468	B	2322909	IVR		ENSEMBLE	110	11.4	244620964	29	2210	8010
469	B	2323207	IVR		MSC MAAS	110	11.44	244620965	35	3041	8010
470	B	2319106	IVR		CARPE DIEM	110	11.4	244620966	34	2998	8010
471	B	2331196	IVR		BENJA	110	11.45	244620968	0	3213	8010
472	B	2324944	IVR		COTRANS 8	70	7.5	244620972	30	1008	8010
473	B	2318494	IVR		COTRANS 9	70	7.39	244620973	30	1010	8010
474	B	2318710	IVR		COTRANS 10	70	7.39	244620974	30	1010	8010
475	B	2325435	IVR		COTRANS 11	70	7.5	244620975	30	1008	8010
476	B	2309515	IVR		COTRANS 12	56	6.7	244620976	26	622	8010
477	B	2310619	IVR		COTRANS 14	70	7.3	244620977	26	897	8010
478	B	2316687	IVR		AQUARIUS	67	7.25	244620978	28	883	8010
479	B	2318259	IVR		MARJAN	55	7.09	244620979	26	601	8010
480	B	2309949	IVR		GIESSENBURG	50	6.6	244620980	24	511	8010
481	B	3160382	IVR		VAGARI	67	7.3	244620981	27	915	8010
482	B	2316265	IVR		NELLEKE	70	7.54	244620982	32	1099	8010
483	B	2303968	IVR		NOOIT VOLMAAKT	57	6.58	244620983	24	591	8010
484	B	3250303	IVR		CHAPERON	63	7.25	244620984	27	770	8010
485	B	3031853	IVR		AMBITIE	64	7.23	244620985	27	803	8010
486	B	3270620	IVR		ZEELANDIA	70	7.3	244620986	28	853	8010
487	B	2311620	IVR		ACTIEF	60	6.69	244620987	25	649	8010
488	B	3270631	IVR		BABETTE	56	6.61	244620988	25	610	8010
489	B	2204119	IVR		CORAM DEO	65	7.6	244620989	26	821	8010
490	B	2312117	IVR		LEIDSEGRACHT	54	6.6	244620990	26	464	8020
491	B	2311999	IVR		PRINSENGRACHT	54	6.6	244620991	27	514	8020
492	B	2315154	IVR		SCHIPPERSGRACHT	55	6.6	244620992	24	500	8020
493	B	2330688	IVR		ORIANA	135	14.26	244620993	0	5570	8010
494	B	2319310	IVR		POLARIS	65	10.5	244620994	0	111	8010
495	B	2312640	IVR		MATADOR	45	20	244622000	0	0	8000
496	B	2321090	IVR		FARADAY	86	10.5	244630005	28	1508	8020
497	B	2318119	IVR		ZENNESTROOM	110	11.4	244630007	37	3143	8020
498	B	2320419	IVR		REGGESTROOM	90	11.4	244630015	32	2127	8020
499	B	2320418	IVR		EEMSTROOM	90	11.4	244630019	32	2127	8020
500	B	4804600	IVR		CHOPIN	85	10.62	244630021	0	2212	8020
501	B	2318319	IVR		BERKELSTROOM	90	11.4	244630022	31	2100	8020
502	B	2318318	IVR		DONGESTROOM	90	11.4	244630024	31	2100	8020
503	B	2323039	IVR		MARTENS 4	80	9	244630027	27	1428	8020
504	B	2323184	IVR		IJSSELSTROOM	82	9	244630028	27	1225	8020
505	B	2319346	IVR		EXPLORER	105	10.6	244630029	35	2676	8020
506	B	2311601	IVR		TITANIA	57	6.2	244630032	23	539	8010
507	B	3270544	IVR		TYPHOON	79	7.9	244630033	25	988	8020
508	B	2319046	IVR		AQUA-MYRA	110	11.39	244630035	37	3167	8010
509	B	2326678	IVR		CAAN	90	11.45	244630036	28	1672	8010
510	B	2312158	IVR		CLIMAX	65	7.33	244630051	29	900	8010
511	B	3310465	IVR		SI CA	55	6.6	244630052	25	592	8010
512	B	2014916	IVR		UTOPIA XL	39	5.11	244630068	24	360	8010
513	B	2330488	IVR		KEVIN C	19	7.5	244630070	0	45	8000
514	B	2309517	IVR		SALEM	50	6.45	244750257	23	454	8010
515	B	2322470	IVR		SERENA	90	9.9	244630092	16	0	8440
516	B	2012519	IVR		ADELAAR	17	7.87	244630096	20	0	8430
517	B	2328985	IVR		HOLLANDS DIEP	110	11.45	244630100	34	2897	8020
518	B	2315108	IVR		OLYMPIA	32	6.4	244630110	14	10	8440
519	B	2313803	IVR		ERCULANO	95	9.5	244630112	32	2000	8010
520	B	2316506	IVR		VEERHAVEN V	40	14.98	244630113	19	0	8430
521	B	2331511	IVR		SOLUTION	110	13.55	244630115	43	4264	8020
522	B	2331394	IVR		SIERRA	135	11.45	244630131	36	3943	8010
523	B	2331690	IVR		ARESE	135	11.45	244630134	0	4406	8010
524	B	2321911	IVR		MAXWELL	86	11.4	244630141	33	2029	8020
525	B	2326327	IVR		STOLT LAUSANNE	110	11.4	244630145	30	2358	8020
526	B	2331206	IVR		IMMACULATA	135	11.45	244630147	0	4137	8010
527	B	2331215	IVR		ZWAANTJE 9	35	6.4	244630148	26	270	8020
528	B	2331380	IVR		DUC IN ALTUM	135	11.45	244630150	36	3903	8010
529	B	2331119	IVR		ROSANNE	110	11.45	244630153	36	3154	8010
530	B	2208195	IVR		ANNEMARIE	26	6.5	244630154	0	0	8440
531	B	2206856	IVR		NOORDWESTHOEK 1	37.3	10	244630159	14	6400	8441
532	B	2014667	IVR		HEICONDIAS	19	4.2	244630160	0	0	8440
533	B	2329864	IVR		TRANSDAV 1	21	5.05	244630161	0	0	8440
534	B	3021271	IVR		DILIGENTIA	64	7.25	244630162	26	754	8010
535	B	2311527	IVR		ARGUS	26	7.58	244630172	0	0	8400
536	B	2331244	IVR		ALLEGONDA	110	11.45	244630178	38	3344	8010
537	B	2305652	IVR		ISELMAR	41	7.02	244630179	15	0	1850
538	B	3150425	IVR		JERO D	57	7.27	244630183	26	711	8010
539	B	2310111	IVR		ANITA	62	7.24	244630191	26	728	8010
540	B	2316726	IVR		ADELAAR	86	8.57	244630202	30	1520	8010
541	B	6002899	IVR		SIPISTO	110	9.5	244630206	30	2278	8010
542	B	2324394	IVR		CHILANDIA	135	11.45	244630221	34	3797	8010
543	B	2008214	IVR		TYRO	86	8.2	244630224	31	1428	8010
544	B	2329249	IVR		WESTENWIND	105	10	244630233	0	2301	8010
545	B	2330417	IVR		ADELVOTIS	110	11.45	244630237	37	3280	8010
546	B	2313808	IVR		SALVA	110	11.75	244630251	43	3999	8010
547	B	2331497	IVR		FELLOWSHIP	135	11.45	244630271	0	3766	8020
548	B	6000860	IVR		PIA VOTA	30	5.08	244630302	25	0	8000
549	B	2325292	IVR		ANDANTE	75	10.2	244630319	0	0	8440
550	B	6001430	IVR		COMPAAN	39	5.06	244630324	24	357	8010
551	B	2329007	IVR		RIVER BEATRICE	125	11.4	244630325	16	0	8440
552	B	2304888	IVR		CARLA B	50	6.35	244630344	21	415	8010
553	B	2331263	IVR		TOPAZ	135	15	244630353	42	6330	8020
554	B	3030873	IVR		BONA SPES	38	5.05	244630354	20	0	8000
555	B	6000502	IVR		COOPERATION	73	8.2	244630388	27	1080	8010
556	B	2321611	IVR		MANTA	85	9.49	244630389	27	1510	8010
557	B	2310120	IVR		PRESENT	80	9.5	244630391	25	1217	8010
558	B	2331524	IVR		PATRICIA	110	11.45	244630393	0	3186	8020
559	B	2328697	IVR		MARGRETA	135	14.2	244630402	36	4800	8010
560	B	2326589	IVR		ATLANTIS	135	15	244630427	41	5781	8020
561	B	2326544	IVR		NO LIMIT	110	11.45	244630428	43	3884	8010
562	B	2331965	IVR		VIDI	110	11.45	244630431	34	2918	8020
563	B	2319818	IVR		REMBRANDT VAN RIJN	110	10.5	244630436	13	0	8440
564	B	2331573	IVR		INVOTIS V	43	9.44	244630439	27	546	8010
565	B	2322749	IVR		WODAN	24	9.5	244630442	20	0	8430
566	B	2315934	IVR		WILDEMAN	86	9.5	244630477	29	1620	8010
567	B	2605633	IVR		DE VLIETER	21	4.85	244630490	0	0	1850
568	B	2103504	IVR		CORMA	62	6.66	244630496	29	799	8010
569	B	3280180	IVR		SPES NOSTRA	56	6.6	244630530	25	633	8010
570	B	2312372	IVR		HENRI	27	5.91	244630533	20	0	8430
571	B	2104285	IVR		ALABAMA	63	7.06	244630534	28	774	8010
572	B	2331628	IVR		ROELANDA	135	11.45	244630541	0	3900	8010
573	B	2317437	IVR		NOORDERZON	67	7.28	244630560	27	892	8010
574	B	3051467	IVR		AMICE	55	7.2	244630581	24	599	8010
575	B	2014242	IVR		CAROLINE	27	5.74	244630591	0	0	8440
576	B	2331756	IVR		SERANO	110	13.5	244630605	43	4269	8020
577	B	2331496	IVR		MARIA D	135	17.1	244630606	37	5500	8010
578	B	2332021	IVR		VEENINGEN	110	13.58	244630651	0	4247	8020
580	B	3310401	IVR		BOBO	17	4.85	244630658	0	0	8400
581	B	2312214	IVR		VIOLENTO	59	5.67	244630665	27	567	8010
582	B	2331739	IVR		GOVERT SR	135	11.45	244630683	37	4025	8010
583	B	2206367	IVR		MARITIEM	86	9.03	244630685	30	1664	8010
584	B	2331460	IVR		SARINA	135	14.26	244630697	0	5208	8010
585	B	3051692	IVR		TESCO 5	39	5.1	244630701	25	364	8010
586	B	2326687	IVR		LOTUS	110	11.45	244630706	39	3186	8020
587	B	2331837	IVR		ESPERANTO 3	110	11.45	244630717	34	3000	8010
588	B	2329366	IVR		JORDY M	110	11.45	244630718	36	3277	8010
589	B	2331644	IVR		BACCARAT	110	11.45	244630720	38	3185	8020
590	B	2606747	IVR		DAHN	89	12.5	244630747	44	2935	8010
591	B	2331873	IVR		CALISTO	99	11.45	244630748	36	2934	8010
592	B	2103197	IVR		MANNA	38	5.05	244630837	24	352	8010
593	B	2331793	IVR		VITA NOVA	135	11.45	244630985	35	3768	8010
594	B	2001561	IVR		HEKGOLF	14	3.76	244650015	0	0	8400
595	B	2330403	IVR		PRONTO	110	11.45	244650016	35	3069	8010
596	B	2311506	IVR		SIR WINSTON	67	7.25	244650029	16	126	8440
597	B	2324782	IVR		GANZEPOORT	135	11.45	244650101	34	3676	8010
598	B	2332537	IVR		GULF MAX	35	6.6	244650102	0	299	8020
599	B	2331392	IVR		FIDES	110	11.45	244650105	37	3275	8010
600	B	2310799	IVR		INVOTIS	55	7.55	244650129	17	249	8010
601	B	2327685	IVR		PHILIPSKERCKE	86	10.5	244650144	41	2530	8010
602	B	2324932	IVR		ANNE	70	7.45	244650162	32	1034	8010
603	B	2333127	IVR		VENTRANS 2	110	11.4	244650211	0	2705	8020
604	B	2331646	IVR		QUADRANS I	110	11.45	244650228	38	3233	8020
605	B	2205679	IVR		BORITE	35	7	244650283	0	20	8440
606	B	2332057	IVR		MILAGRO	86	9.5	244650291	0	1686	8020
607	B	2325059	IVR		GAVIALIS	102	11.45	244650397	34	2952	8010
608	B	7001415	IVR		VALENCIA	108	11.4	244650404	32	2860	8020
609	B	3160062	IVR		JANNA	28	5.3	244650424	10	0	1850
610	B	2332192	IVR		DUANCIS	135	14.2	244650489	40	5502	8030
611	B	2326730	IVR		MAZENBURG	24	5.08	244650504	0	0	8460
612	B	2332451	IVR		AMISTADE	135	15	244650553	43	6232	8020
613	B	6002002	IVR		LA VIDA	80	9.49	244650572	28	1441	8010
616	B	2006266	IVR		NOOITGEDACHT	63	7.4	244650575	24	850	8010
617	B	2331740	IVR		NASSAUKADE	110	11.4	244650581	38	3160	8020
618	B	3250306	IVR		RONNIE W	85	9.59	244650603	38	1977	8010
619	B	2313033	IVR		GANZESTAD	89	10.26	244650623	34	2106	8010
620	B	2332503	IVR		COMPANION	86	10.5	244650659	30	1638	8020
621	B	2326112	IVR		KRAAIJENBERG	32	12.5	244650678	0	0	8430
622	B	2203736	IVR		OCTOPUS	58	7.77	244650689	25	738	8010
623	B	2323525	IVR		PRINCESS	80	9.5	244750832	13	211	8440
624	B	2332474	IVR		ASWINTHA	110	11.4	244650699	0	2520	8020
625	B	2332255	IVR		GULF CHALLENGER	78	9.5	244650747	25	1000	8020
626	B	2330402	IVR		HELENA	135	11.45	244650759	36	3910	8010
627	B	2314359	IVR		EXPANDED	95	9.5	244650782	28	1683	8010
628	B	2327593	IVR		STELLA MARIS	77	8.21	244650786	25	1089	8010
629	B	2319000	IVR		ORTYGIA	110	10.14	244650787	33	2603	8010
630	B	2319708	IVR		MARIA	105	11	244650796	35	2842	8010
631	B	2317732	IVR		PASHA	22	9.42	244650808	14	0	8430
632	B	2326029	IVR		SYNTHESE 11	82	10.3	244650813	32	1623	8020
633	B	2313978	IVR		CORNELIS	80	7.57	244650824	26	999	8020
635	B	2321403	IVR		CONFIANCE	86	9.54	244650830	27	1428	8010
636	B	2320322	IVR		MAX PLANCK	109	11.4	244650836	32	2476	8020
637	B	2324193	IVR		LOVE STORY	110	11.45	244650839	33	3006	8010
638	B	2312037	IVR		NOORDSTER II	69	7.26	244650845	26	850	8010
639	B	2322387	IVR		J HENRY DUNANT	97	11.4	244650846	17	343	8440
640	B	2324795	IVR		CAMARO II	98	11.45	244650849	30	2291	8010
641	B	2325598	IVR		CAMARO III	90	11.45	244650850	0	2251	8030
642	B	2322165	IVR		DISCOVERY	15	8.16	244650870	0	0	8430
643	B	2331459	IVR		MAREA	135	14.2	244650874	38	5167	8010
644	B	2324146	IVR		CASA NOVA	110	11.44	244650875	31	2511	8010
645	B	2326597	IVR		CONFIDENTIA	110	11.45	244650877	36	3232	8010
646	B	2328937	IVR		ELEONORA	110	11.45	244650878	36	3214	8010
647	B	2326661	IVR		CARONIA	135	15.15	244650881	37	5053	8010
648	B	2318288	IVR		TITAN	110	11.4	244650884	21	644	8010
649	B	2009283	IVR		VLB 1	39	9.66	244650888	0	221	8010
650	B	2321989	IVR		JANIENKE	86	9.5	244650899	28	1643	8010
651	B	2322924	IVR		INDEPENDENT	86	11.4	244650900	35	2374	8010
652	B	2312646	IVR		GERRIT JAN	67	7.11	244650902	26	785	8010
653	B	2327712	IVR		EVANTI	93	11.45	244650905	36	2736	8010
654	B	2322281	IVR		LEENDERT ANGELINA	86	9.5	244650909	31	1728	8010
655	B	2325257	IVR		KRABBEGEUL	85	9.5	244650920	31	1674	8010
656	B	2329331	IVR		CAMARO IV	135	11.33	244650923	30	3250	8010
657	B	2320354	IVR		SAVANNA IV	23	11	244650925	27	0	8430
658	B	2205172	IVR		WENDELIEN	85	9.5	244650931	32	1712	8010
659	B	2312181	IVR		SUSTINEBO	70	7.16	244650944	30	960	8010
660	B	2317355	IVR		KAMPERZAND	100	9.5	244650947	30	1950	8010
661	B	2320965	IVR		ESPERANCE	67	8.28	244650956	27	940	8010
662	B	2328356	IVR		KRAANVOGEL	86	11.45	244650959	0	0	8000
663	B	2316157	IVR		NAUTICA	104	9.5	244710161	31	2109	8010
664	B	2311664	IVR		ADELANTE	63	7.2	244650965	25	756	8010
665	B	2300429	IVR		JACOB GZN	80	9.5	244650966	25	1300	8010
666	B	2323333	IVR		KADIMA	70	7.49	244650969	32	1143	8010
667	B	2315265	IVR		EVERINGEN	72	7.6	244650973	25	902	8010
668	B	2322959	IVR		MARANTA	95	11.4	244650982	32	2379	8010
669	B	2315771	IVR		AMAZONE	67	7.21	244650990	26	811	8010
670	B	2326535	IVR		VA BANQUE	135	16.8	244650997	40	6356	8020
671	B	2331439	IVR		IMMANUEL	110	11.45	244660002	36	3225	8010
672	B	2324470	IVR		FERRAMENTA	110	11.45	244660008	35	3123	8010
673	B	2328228	IVR		LAMANTIJN	110	11.45	244660012	36	3210	8010
674	B	2318479	IVR		BO-ELISE	80	8.2	244660016	25	1073	8010
675	B	2322718	IVR		BO CHRIS JR	95	9.5	244660017	27	1633	8010
676	B	2328731	IVR		EXCELSIOR	135	14.2	244690926	0	5149	8010
677	B	2326131	IVR		FIDUCIA	110	11.45	244660046	36	3148	8010
678	B	2007268	IVR		SYNTHESE 3	98	9.5	244660048	30	1705	8020
679	B	2332837	IVR		PROMOTION	135	17.55	244660052	50	8661	8020
680	B	2322682	IVR		A NOUS	82	8.2	244660053	28	1290	8010
681	B	2322305	IVR		LA CAMARGUE	105	11.4	244660066	34	2930	8010
682	B	2316175	IVR		SCHROOTRUNNER	73	8.2	244780575	28	1132	8010
683	B	3150411	IVR		BATAVORUM	55	7.2	244660072	27	698	8010
684	B	2317995	IVR		HENDRIKA	85	8.2	244660074	25	1139	8010
685	B	2315803	IVR		VAR	85	8.2	244660081	27	1309	8020
686	B	2317586	IVR		LIBURNA	85	9.5	244660082	29	1392	8020
687	B	2008273	IVR		FIDES	80	7.52	244660083	26	1052	8020
688	B	2326250	IVR		KARBOUW	110	11.45	244660086	36	3201	8020
689	B	2320649	IVR		THEION	67	8.24	244660090	26	803	8020
690	B	2004482	IVR		WALCHEREN	54	6.6	244660091	24	474	8020
691	B	2005290	IVR		TRAMONTANE	55	6.57	244660092	24	527	8020
692	B	2314380	IVR		BORA	85	9.52	244660093	27	1225	8020
693	B	2005973	IVR		NITRICO II	68	6.67	244660094	27	734	8020
694	B	2006208	IVR		PROSERPINA	61	6.56	244660095	25	560	8020
695	B	2005792	IVR		ISTAR	55	6.54	244660096	27	551	8020
696	B	2315118	IVR		NATRONA	85	9.5	244660097	29	1499	8020
697	B	2328808	IVR		SYNTHESE 14	86	11.4	244660099	34	2036	8020
698	B	2311228	IVR		AUDREY	85	10	244660106	28	1410	8010
699	B	2326743	IVR		FLUVIUS	110	11.04	244660112	34	2657	8020
700	B	2307438	IVR		VARIATIE	86	10	244660126	31	1600	8010
701	B	2325714	IVR		ORANJE NASSAU IV	110	11.4	244660158	40	3425	8020
702	B	2327060	IVR		ORANJE NASSAU	110	11.4	244660159	40	3448	8020
703	B	6002985	IVR		SILENCIO	85	8.2	244660163	28	1400	8010
704	B	2317242	IVR		HERMANNA	25	9.47	244660172	20	0	8430
705	B	3290231	IVR		BATOUWE	63	6.69	244660173	28	801	8010
706	B	2327341	IVR		OURAL	135	11.45		37	4131	8010
707	B	2317689	IVR		ADRIANA	24	7	244660179	0	0	8440
708	B	2310485	IVR		SKADI	86	11.45	244660185	32	2007	8020
709	B	2211189	IVR		ARGO	81	10.24	244660186	32	1725	8020
710	B	2315599	IVR		GEERTRUIDA VD WEES	22	6.97	244660204	22	0	8430
711	B	2309738	IVR		BROEDERTROUW XIV	22	5.46	244660207	23	0	8430
712	B	2312384	IVR		RAAMGRACHT	60	6.6	244660210	27	597	8020
713	B	3110142	IVR		KLAZINA	54	7.16	244660212	26	669	8010
714	B	2509039	IVR		WEERT	66	11.06	244660220	23	555	8010
715	B	2311728	IVR		ZAGRI 3	73	8.58	244660222	35	1466	8010
716	B	2311615	IVR		ZAGRI 15	73	8.58	244660224	33	1378	8010
717	B	2103987	IVR		ALTENA	73	7.12	244660226	29	861	8010
718	B	2103886	IVR		DEVELSTEIJN	66	8.08	244660227	30	914	8010
719	B	2204258	IVR		MERWEDIJK	67	8.3	244660228	28	1084	8010
720	B	2324043	IVR		RIVAL	75	10.1	244660230	31	1178	8010
721	B	2318139	IVR		NEPTUNUS	110	11.4	244660232	37	3200	8020
722	B	2321015	IVR		FIDELITAS	95	11.4	244660233	36	2599	8020
723	B	2310183	IVR		LEENDERT SR	45	9.5	244660235	17	297	8010
724	B	4802090	IVR		HARMONIE	107	10	244660236	33	2600	8020
725	B	2324263	IVR		CHRISTIAAN P	50	10.5	244660237	22	608	8010
726	B	2317985	IVR		WALRUS	97	11.46	244660241	34	2922	8160
727	B	2102114	IVR		ELISABETH	33	5.97	244660242	21	175	8010
728	B	2320921	IVR		CARITAS II	85	11.36	244660243	32	2373	8160
729	B	2321016	IVR		FIDELITAS 2	85	11.36	244660244	36	2417	8160
730	B	2000146	IVR		VIKING	61	9	244660245	27	725	8010
731	B	2325412	IVR		ZEELEEUW	77	11.4	244660248	37	2473	8160
732	B	2104853	IVR		WESTLANDGRACHT	67	6.6	244660255	28	707	8020
733	B	2104854	IVR		L ESCAUT 2	50	6.61	244660258	28	503	8020
734	B	2005963	IVR		VIJZELGRACHT	60	6.6	244660262	22	429	8020
735	B	2312415	IVR		ROZENGRACHT	66	6.6	244660264	28	701	8020
736	B	2316216	IVR		TERRA	110	12	244660287	19	710	8010
737	B	2208663	IVR		PIRAAT	61	7.58	244660290	26	688	8010
738	B	2331441	IVR		OTTER	86	9.6	244660291	30	1599	8020
739	B	2304558	IVR		FRAMTYD	79	7.87	244660292	29	1212	8010
740	B	2326505	IVR		ELSINA	135	11.45	244660293	36	3920	8010
741	B	3230086	IVR		ZEEZWALUW	33	5.87	244660298	22	372	8440
742	B	3310503	IVR		TOROS	77	8.21	244660305	25	1092	8010
743	B	2304731	IVR		MARIS STELLA	67	7.15	244660311	24	777	8010
744	B	2326010	IVR		CALANDO	105	10.5	244660320	32	2407	8010
745	B	2313758	IVR		RES NOVA	65	6.62	244660327	26	758	8010
746	B	2318254	IVR		KAREL DOORMAN	86	9.5	244660333	32	1773	8010
747	B	2324983	IVR		BARENDSZ	86	11.45	244660336	37	2337	8010
748	B	2319971	IVR		SYMPATHIE	86	9.5	244660340	30	1648	8010
749	B	2332402	IVR		BOLERO IV	110	11.45	244660356	35	2971	8020
750	B	2320324	IVR		NAUTICA	84	8.19	244660360	25	1217	8010
751	B	2323297	IVR		MILANO	95	11.45	244660361	35	2649	8010
752	B	2327263	IVR		IRIS	85	9.6		32	1758	8010
753	B	2206692	IVR		JOSON	19	8.53	244660366	0	0	8430
754	B	2013751	IVR		ENJA D	67	8.4	244660367	22	773	8010
755	B	2313018	IVR		STAELDIEP	47	15.32	244660374	35	0	8000
756	B	2104009	IVR		BLANKENBURG	51	15.2	244660375	0	0	8000
757	B	2203433	IVR		FRIESLAND	53	9.68	244660378	27	197	8440
758	B	2318979	IVR		AMANDA NATHALIE	80	9.5	244660384	27	1254	8020
759	B	2332610	IVR		SERVUS	135	11.45	244660401	42	4297	8020
760	B	2324334	IVR		MERCURY	86	11.4	244660404	29	1606	8020
761	B	2308960	IVR		EERLAND 23	23	6.25	244660408	0	0	8430
