ID	BERTH_TYPE	BERTH_NR	NAME	PARTICULARS	DT_ADDED	DT_MODIFIED	X_COORD	Y_COORD	ORIENTATION	DEFAULT_MOORING_CODE	MOORING_POLES	COMPANY_NAME	BERTH_CODE
876	G	2768	VERVALLEN LIGPL	MARGH GHR NZ	5/9/2011 09:11	7/2/2013 12:40	88236	432496					
877	G	2769	VERVALLEN LIGPL	MARGH ECT NZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	88330	432462					
879	G	2770	VERVALLEN LIGPL	MARGH ECT NZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
880	G	2771	VERVALLEN LIGPL	MARGH ECT NZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
882	G	2773	VERVALLEN LIGPL	MARGH ECT NZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
883	G	2774	VERVALLEN LIGPL	MARGH ECT ZZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
884	G	2775	VERVALLEN LIGPL	MARGH ECT ZZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
886	G	2777	VERVALLEN LIGPL	MARGH ECT ZZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
887	G	2778	VERVALLEN LIGPL	MARGH ECT ZZ (DEMPING FASE 1)	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
889	G	2780	VERVALLEN LIGPL	MARGH ECT ZZ	5/9/2011 09:11	7/2/2013 12:40	88238	432320					
890	G	2781	VERVALLEN LIGPL	MARGH ECT ZZ	5/9/2011 09:11	7/2/2013 12:40	88144	432354					
892	G	2783	VERVALLEN LIGPL	MARGH ECT ZZ GEDEMPT	5/9/2011 09:11	7/2/2013 12:40	87956	432424		BB			
893	G	2784	EEMHV RST ZZ		5/9/2011 09:11	7/2/2013 12:40	87898	432636	290	BB	129-133	EEMHV RST ZZ	
895	G	2786	EEMHV RST ZZ		5/9/2011 09:11	7/2/2013 12:40	87762	432682	290	BB	119-123	EEMHV RST ZZ	
897	G	2788	EEMHV ECT ZZ		5/9/2011 09:11	7/2/2013 12:40	87576	432752	290	BB	110-115	EEMHV ECT ZZ	
900	G	2791	ALEXH ECT ZZ		5/9/2011 09:11	7/2/2013 12:40	87292	432848	263	SB	95-99	ALEXH ECT ZZ	
902	G	2793	ALEXH ECT ZZ		5/9/2011 09:11	7/2/2013 12:40	87094	432824	263	SB	84-88	ALEXH ECT ZZ	
904	G	2795	ALEXH ECT ZZ		5/9/2011 09:11	7/2/2013 12:40	86894	432800	263	SB	74-78	ALEXH ECT ZZ	
906	G	2797	ALEXH ECT ZZ		5/9/2011 09:11	7/2/2013 12:40	86696	432776	263	SB	64-68	ALEXH ECT ZZ	
908	G	2799	ALEXH ECT DWARSWAL		5/9/2011 09:11	7/2/2013 12:40	86566	432852	353	BB		ALEXH ECT DWARSWAL	
910	G	2800	ALEXH ECT NZ		5/9/2011 09:11	7/2/2013 12:40	86604	432952	83	BB	46-48	ALEXH ECT NZ	
911	G	2801	ALEXH ECT NZ		5/9/2011 09:11	7/2/2013 12:40	86654	432958	83	BB	41-45	ALEXH ECT NZ	
912	G	2802	ALEXH ECT NZ		5/9/2011 09:11	7/2/2013 12:40	86752	432970	83	BB	36-40	ALEXH ECT NZ	
914	G	2804	ALEXH INTERFOREST		5/9/2011 09:11	7/2/2013 12:40	86952	432994	83	BB	25-27	ALEXH INTERFOREST	
916	G	2806	ALEXH INTERFOREST		5/9/2011 09:11	7/2/2013 12:40	87150	433018	83	BB	15-19	ALEXH INTERFOREST	
918	G	2808	ALEXH INTERFOREST		5/9/2011 09:11	7/2/2013 12:40	87348	433040	83	BB	9-Apr	ALEXH INTERFOREST	
920	G	2810	EEMHV INTERFOREST		5/9/2011 09:11	7/2/2013 12:40	87446	433152	353	SB	9-Jan	EEMHV INTERFOREST	
922	G	2812	EEMHV KRVE		5/9/2011 09:11	7/2/2013 12:40	87370	433344	333	BB		EEMHV KRVE	
923	G	2813	EEMHV PORT CONT SERV		5/9/2011 09:11	7/2/2013 12:40	87328	433434	321	SB		EEMHV PORT CONT SERV	
925	G	2815	VERVALLEN LIGPL	CHRIS POSTOILS-TRANS  PRINSES CRISTINAHAVEN GEDEMPT	5/9/2011 09:11	7/2/2013 12:40	87130	433370		SB			
927	G	2817	VERVALLEN LIGPL	CHRIS - PRINSES CRISTINAHAVEN  GEDEMPT	5/9/2011 09:11	7/2/2013 12:40	87226	433520		BB			
928	G	2818	EEMHV DAMEN STG 7		5/9/2011 09:11	7/2/2013 12:40	87220	433614	333	BB		EEMHV DAMEN STG 7	
930	G	282	VERVALLEN LIGPL	LEKHV EX STEINWEG GEDEMPTE HAVEN	5/9/2011 09:11	7/2/2013 12:40	89134	435564					
932	G	2821	EEMHV DAMEN DOK 3		5/9/2011 09:11	7/2/2013 12:40	87140	433774	198	BB		EEMHV DAMEN DOK 3	
934	G	2823	EEMHV DAMEN DOK E		5/9/2011 09:11	7/2/2013 12:40	87064	433810	197	SB		EEMHV DAMEN DOK E	
936	G	2825	EEMHV DAMEN STG 5		5/9/2011 09:11	7/2/2013 12:40	86906	433908	18	BB		EEMHV DAMEN STG 5	
938	G	2827	EEMHV HBR		5/9/2011 09:11	7/2/2013 12:40	86924	434168	301	BB		EEMHV HBR	
939	G	2828	EEMHV HBR		5/9/2011 09:11	7/2/2013 12:40	86840	434218	301	BB		EEMHV HBR	
942	G	2830	EEMHV HBR		5/9/2011 09:11	7/2/2013 12:40	86668	434322	298	BB		EEMHV HBR	
944	G	2832	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	86490	434412	294	BB		PRNIS HBR	
946	G	2834	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	86302	434480	282	BB		PRNIS HBR	
948	G	2836	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	86104	434512	281	BB		PRNIS HBR	
950	G	285	LEKHV HBR NZ		5/9/2011 09:11	7/2/2013 12:40	89146	435708	58	SB	22-28	LEKHV HBR NZ	
952	G	287	LEKHV HBR NZ	LEKHV SEABREX	5/9/2011 09:11	7/2/2013 12:40	88976	435602	58	SB	14-Sep	LEKHV HBR NZ	
954	G	289	KEILK SEABREX		5/9/2011 09:11	7/2/2013 12:40	88808	435538	303	SB		KEILK SEABREX	
956	G	290	KEILH HBR		5/9/2011 09:11	7/2/2013 12:40	88814	435614	187	BB		KEILH HBR	
957	G	2900	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	86010	434532	84	BB		PRNIS HBR	
958	G	2901	MADRH HBR		5/9/2011 09:11	7/2/2013 12:40	85978	434446	194	SB		MADRH HBR	
960	G	2903	MADRH HBR		5/9/2011 09:11	7/2/2013 12:40	85856	434316	284	SB		MADRH HBR	
962	G	2905	MADRH HBR		5/9/2011 09:11	7/2/2013 12:40	85662	434366	285	SB		MADRH HBR	
964	G	2907	MADRH POSTOILS		5/9/2011 09:11	7/2/2013 12:40	85522	434496	333	SB		MADRH POSTOILS	
966	G	2909	MADRH EPSHIPPING		5/9/2011 09:11	7/2/2013 12:40	85560	434562	107	BB		MADRH EPSHIPPING	
968	G	2910	MADRH EPSHIPPING		5/9/2011 09:11	7/2/2013 12:40	85656	434538	104	BB		MADRH EPSHIPPING	
971	G	2913	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	85806	434570	279	BB		PRNIS HBR	
973	G	2915	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	85612	434614	284	BB		PRNIS HBR	
975	G	2917	MADRK EPSHIPPING		5/9/2011 09:11	7/2/2013 12:40	85422	434678		BB		MADRK EPSHIPPING	
977	G	292	KEILH HBR		5/9/2011 09:11	7/2/2013 12:40	88976	435742	238	BB		KEILH HBR	
980	G	295	KEILH HBR		5/9/2011 09:11	7/2/2013 12:40	89224	435912	58	BB		KEILH HBR	
982	G	297	VERVALLEN LIGPL	KEILH -	5/9/2011 09:11	7/2/2013 12:40	89392	436020		SB			
983	G	298	VERVALLEN LIGPL	EX KEILH - GEDEMPT 02-12-96	5/9/2011 09:11	7/2/2013 12:40	75000	445000					
985	G	30	VERVALLEN LIGPL	"PER 1-1-96 VERVALLEN WAALH B 30 240 12,20 <190"	5/9/2011 09:11	7/2/2013 12:40	89608	433140					
986	G	300	VERVALLEN LIGPL	KEILH BINSCHEL	5/9/2011 09:11	7/2/2013 12:40	89300	436028					
988	G	3001	PRNIS HBR		5/9/2011 09:11	7/2/2013 12:40	85164	434626	319	BB		PRNIS HBR	
990	G	3003	GEEN LIGPLAATS	PET 2 NOM	5/9/2011 09:11	7/2/2013 12:40	85046	434762	287				
992	G	3005	GEEN LIGPLAATS	PET 2 NOM 1	5/9/2011 09:11	7/2/2013 12:40	84946	434596	195				
1	G	100	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	97428	435886	190	SB		SCHDK HBR	
2	G	1000	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98846	435110	265	SB		YSELM OBR	
3	G	1001	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98700	435098	265	BB		YSELM OBR	
4	G	1002	YSELM VEROLME SE		5/9/2011 09:11	7/2/2013 12:40	98600	435108	280	BB		YSELM VEROLME SE	
5	G	1003	YSELM VEROLME SE		5/9/2011 09:11	7/2/2013 12:40	98500	435126	280	BB		YSELM VEROLME SE	
6	G	1004	YSELM VEROLME SE		5/9/2011 09:11	7/2/2013 12:40	98402	435142	280	BB		YSELM VEROLME SE	
7	G	1005	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98302	435152	290	BB		YSELM OBR	
8	G	1006	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98210	435194	295	BB		YSELM OBR	
9	G	1007	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98120	435238	295	BB		YSELM OBR	
10	G	1008	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	98028	435282	295	BB		YSELM OBR	
11	G	1009	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	97938	435322	59	BB		YSELM OBR	
12	G	101	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	97390	435812	14	SB		SCHDK HBR	
13	G	1010	YSELM OBR		5/9/2011 09:11	7/2/2013 12:40	97840	435338		BB		YSELM OBR	
14	G	1011	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97806	435334		BB		YSELM JACHTHAVEN	
15	G	1012	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97908	435320	180	BB		YSELM JACHTHAVEN	
16	G	1013	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97908	435218	0	BB		YSELM JACHTHAVEN	
17	G	1014	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97920	435116	321	BB		YSELM JACHTHAVEN	
18	G	1015	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97824	435106	277	BB		YSELM JACHTHAVEN	
19	G	1016	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97760	435174	358	BB		YSELM JACHTHAVEN	
20	G	1017	YSELM JACHTHAVEN		5/9/2011 09:11	7/2/2013 12:40	97750	435278	354	BB		YSELM JACHTHAVEN	
21	G	1018	YSELM MERODE 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	97710	435346	263	BB			
22	G	1019	YSELM MERODE 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	97610	435334	263	BB			
23	G	102	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	97322	435798	192	SB		SCHDK HBR	
24	G	1020	YSELM MERODE 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	97512	435320	261	BB			
26	G	1021	YSELM MERODE 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	97414	435302	260	BB			
27	G	1022	YSELM RWS		5/9/2011 09:11	7/2/2013 12:40	97370	435268	168	BB			
28	G	1023	YSELM RWS		5/9/2011 09:11	7/2/2013 12:40	97348	435228	258				
29	G	1024	YSELM RWS		5/9/2011 09:11	7/2/2013 12:40	97280	435236	348	BB			
30	G	1025	YSELM HOOFD		5/9/2011 09:11	7/2/2013 12:40	97224	435260	347	BB			
33	G	1028	VERVALLEN LIGPL	EX ZUIDD - GEDEMPT 10-12-96 OTA	5/9/2011 09:11	7/2/2013 12:40	97080	435024					
35	G	103	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	97308	435816	9	SB		SCHDK HBR	
37	G	1031	ZUIDD PONTMEYER		5/9/2011 09:11	7/2/2013 12:40	96930	434926	243	BB		ZUIDD PONTMEYER	
545	G	2223	WAALH P4 HBR		5/9/2011 09:11	7/2/2013 12:40	90588	433108	286	BB		WAALH P4 HBR	
553	G	2230	WAALH P4 GEM WERKEN		5/9/2011 09:11	7/2/2013 12:40	90638	432876	106	SB		WAALH P4 GEM WERKEN	
39	G	1033	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96748	434840	247	BB		ZUIDD HBR	
42	G	1041	KREEKSEHAVEN		5/9/2011 09:11	7/2/2013 12:40	96724	434588	206	SB			
44	G	1043	KREEKSEHAVEN		5/9/2011 09:11	7/2/2013 12:40	96626	434732	329	BB			
46	G	1045	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96470	434732	256	BB		ZUIDD HBR	
48	G	1047	ZUIDD VD BOO		5/9/2011 09:11	7/2/2013 12:40	96270	434682	261	BB		ZUIDD VD BOO	
50	G	1049	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96074	434664		BB		ZUIDD HBR	
53	G	1051	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96162	434740	75	SB		ZUIDD HBR	
54	G	1052	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96260	434756	105	SB		ZUIDD HBR	
55	G	1053	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96356	434784	94	SB		ZUIDD HBR	
56	G	1054	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96454	434796	77	SB		ZUIDD HBR	
57	G	1055	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96548	434826	68	SB		ZUIDD HBR	
58	G	1056	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96640	434866	71	SB		ZUIDD HBR	
59	G	1057	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96732	434904	70	SB		ZUIDD HBR	
60	G	1058	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96826	434940	52	SB		ZUIDD HBR	
61	G	1059	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	96908	434996	69	SB		ZUIDD HBR	
62	G	106	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	97086	435646	76	SB		SCHDK HBR	
63	G	1060	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	97002	435030		SB		ZUIDD HBR	
64	G	1061	ZUIDD HBR		5/9/2011 09:11	7/2/2013 12:40	97066	435080	62	SB		ZUIDD HBR	
65	G	1062	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	96978	435200	254	BB			
66	G	1063	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96884	435166	276	BB			
67	G	1064	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96786	435138	250	BB			
68	G	1065	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96694	435104	248	BB			
69	G	1066	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96600	435066	248	BB			
70	G	1067	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96508	435028	248	BB			
71	G	1068	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96416	434990	248	BB			
72	G	1069	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96322	434952	248	BB			
73	G	107	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	96988	435626	79	SB		SCHDK HBR	
74	G	1070	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96230	434916	248	BB			
75	G	1071	BRIENENOORD STREKDAM	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	96138	434878	248	BB			
76	G	1072	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	96044	434840	251	BB			
77	G	1073	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95948	434812		BB			
78	G	1074	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95850	434798	355	BB			
79	G	1075	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95766	434796		BB			
80	G	1076	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95672	434802		BB			
81	G	1077	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95766	434794		BB			
83	G	1079	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	95950	434810		BB			
85	G	1080	BRIENENOORD		5/9/2011 09:11	7/2/2013 12:40	96000	434748	164	BB			
88	G	1083	STADIONWEG		5/9/2011 09:11	7/2/2013 12:40	95854	434650	276	BB			
90	G	1085	VERVALLEN LIGPL	EX STADI - GEDEMPT 10-12-96 OTA	5/9/2011 09:11	7/2/2013 12:40	95664	434648					
92	G	1087	STADIONWEG		5/9/2011 09:11	7/2/2013 12:40	95550	434746	291	BB			
94	G	1089	VERVALLEN LIGPL	EX STADI - GEDEMPT 10-12-96 OTA	5/9/2011 09:11	7/2/2013 12:40	95386	434776					
97	G	1091	STEENPLAAT		5/9/2011 09:11	7/2/2013 12:40	95246	434882	295	BB			
99	G	1093	STEENPLAAT STEENPL	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	95084	434998	316	BB			
101	G	1095	STEENPLAAT STEENPL	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94952	435152	324	BB			
103	G	1100	STEENPLAAT STEENPL	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94892	435232	345	BB			
105	G	1102	PERSH NM PIEK 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94912	435404	344	BB			
107	G	1104	PERSH HBR		5/9/2011 09:11	7/2/2013 12:40	94824	435582	326	SB		PERSH HBR	
108	G	1105	PERSH HBR		5/9/2011 09:11	7/2/2013 12:40	94774	435670	328	SB		PERSH HBR	
111	G	1108	PERSH HBR		5/9/2011 09:11	7/2/2013 12:40	94614	435924	328	SB		PERSH HBR	
113	G	111	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	96618	435532	18	SB		SCHDK HBR	
115	G	1111	PERSH HBR		5/9/2011 09:11	7/2/2013 12:40	94682	435934	157	BB		PERSH HBR	
117	G	1113	PERSH HBR		5/9/2011 09:11	7/2/2013 12:40	94792	435764	148	BB		PERSH HBR	
120	G	1116	PERSH NM HBR		5/9/2011 09:11	7/2/2013 12:40	94880	435728	332	BB		PERSH NM HBR	
122	G	1118	PERSH NM H DOUGLAS		5/9/2011 09:11	7/2/2013 12:40	94922	435904	357	BB		PERSH NM H DOUGLAS	
123	G	1119	PERSH NM H DOUGLAS		5/9/2011 09:11	7/2/2013 12:40	94922	436004	352	BB		PERSH NM H DOUGLAS	
126	G	1121	FEYENOORDKADE FEYE 1	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94878	436198	338	BB			
128	G	1123	FEYENOORDKADE FEYE 1	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94782	436374	322	BB			
129	G	1124	FEYENOORDKADE FEYE 2	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94720	436452	321	BB			
131	G	1126	FEYENOORDKADE FEYE 3	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94580	436594	309	BB			
132	G	1127	FEYENOORDKADE FEYE 3	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94502	436648	300	BB			
134	G	1129	NASSH HBR		5/9/2011 09:11	7/2/2013 12:40	94422	436540		SB		NASSH HBR	
137	G	1131	NASSH BERGH JURGENS		5/9/2011 09:11	7/2/2013 12:40	94378	436692	356	BB		NASSH BERGH JURGENS	
138	G	1132	NASSK BERGH JURGENS		5/9/2011 09:11	7/2/2013 12:40	94288	436698	266	BB		NASSK BERGH JURGENS	
140	G	1134	NASSK KONING 3	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94122	436584	229	BB			
143	G	1137	NASSK HBR		5/9/2011 09:11	7/2/2013 12:40	93896	436386	228	BB		NASSK HBR	
144	G	1138	KONINGINNEBRUG		5/9/2011 09:11	7/2/2013 12:40	93850	436404		BB			
146	G	114	SCHDK HBR		5/9/2011 09:11	7/2/2013 12:40	96406	435420	6			SCHDK HBR	
148	G	1141	PHKAD HBR		5/9/2011 09:11	7/2/2013 12:40	93868	436552	49	SB		PHKAD HBR	
150	G	1143	PHKAD KONING 5	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94018	436684	49	SB			
153	G	1146	MAASK ANTWERP 1	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	94060	436842	264	BB			
155	G	1148	MAASK EILAND 1	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	93860	436810	250	BB			
157	G	115	STADHOUDERSKADE	AFZETTEN AUTO'S AAN DE WAL	5/9/2011 09:11	7/2/2013 12:40	96382	435334	68	SB			
159	G	1151	MAASK FIWADO		5/9/2011 09:11	7/2/2013 12:40	93602	436650		BB		MAASK FIWADO	
161	G	1153	MAASK HBR		5/9/2011 09:11	7/2/2013 12:40	93468	436500	226	BB		MAASK HBR	
162	G	1154	MAASK HBR		5/9/2011 09:11	7/2/2013 12:40	93396	436430	227	BB		MAASK HBR	
164	G	1156	MAASK EILAND 4	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	93250	436294	223	BB			
166	G	1158	MAASK HBR		5/9/2011 09:11	7/2/2013 12:40	93136	436130	205	BB		MAASK HBR	
167	G	1159	PRINSENHOOFD		5/9/2011 09:11	7/2/2013 12:40	93158	436066	124	SB			
169	G	1160	PHKAD HBR		5/9/2011 09:11	7/2/2013 12:40	93240	436060	59			PHKAD HBR	
171	G	1162	PHKAD TROOST		5/9/2011 09:11	7/2/2013 12:40	93412	436162	59	SB		PHKAD TROOST	
173	G	1164	PHKAD KONING 1	BVAART LIGPLAATS	5/9/2011 09:11	7/2/2013 12:40	93560	436296	49	SB			
175	G	1166	PHKAD HBR		5/9/2011 09:11	7/2/2013 12:40	93718	436420	48	SB		PHKAD HBR	
176	G	1167	KONINGINNEBRUG		5/9/2011 09:11	7/2/2013 12:40	93776	436416		SB			
178	G	1169	STIELTJESKADE		5/9/2011 09:11	7/2/2013 12:40	93792	436300	228	BB		STIELTJESKADE	
180	G	1170	STIELTJESKADE		5/9/2011 09:11	7/2/2013 12:40	93718	436234	228	BB		STIELTJESKADE	
183	G	1173	ENTRE CITY MARINA		5/9/2011 09:11	7/2/2013 12:40	93890	436146	75	SB		ENTRE CITY MARINA	
185	G	1175	ENTRE CITY MARINA		5/9/2011 09:11	7/2/2013 12:40	94028	436150	165	BB		ENTRE CITY MARINA	
187	G	1177	BINNH CITY MARINA		5/9/2011 09:11	7/2/2013 12:40	93894	436078	235	SB		BINNH CITY MARINA	
189	G	1179	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	94052	435954	125	SB		BINNH HBR	
191	G	1180	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	94134	435896	124	SB		BINNH HBR	
193	G	1182	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	94298	435782	140	SB		BINNH HBR	
195	G	120	NESSD HBR		5/9/2011 09:11	7/2/2013 12:40	95988	435190	60	SB		NESSD HBR	
197	G	1203	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	94168	435782	305	BB		BINNH HBR	
200	G	1206	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	93922	435954	305	BB		BINNH HBR	
202	G	1208	BINNH HBR		5/9/2011 09:11	7/2/2013 12:40	93758	436070	305	BB		BINNH HBR	
204	G	121	NESSD HBR		5/9/2011 09:11	7/2/2013 12:40	95904	435136	51	SB		NESSD HBR	
206	G	1211	EVA COHEN-HARTOGKADE		5/9/2011 09:11	7/2/2013 12:40	93540	436060	228	BB			
208	G	1213	SPOOR CITY MARINA	GEEN ZEESCHEPEN	5/9/2011 09:11	7/2/2013 12:40	93696	435932	125	SB		SPOOR CITY MARINA	
407	G	20	WAALH P 20	"175 10,65 1 KW OVER DE ZUID STUIVEN IOM WC OOST. LENGTE >145 IN OVERLEG WC OOST"	5/9/2011 09:11	7/2/2013 12:40	90082	434452	286			WAALH P 20	
408	G	200	PARKH OPENBARE LIGPL		5/9/2011 09:11	7/2/2013 12:40	91570	435648	160	BB			
409	G	21	WAALH P 21	"160 10,65 1 KW OVER DE ZUID STUIVEN IOM WC OOST. LENGTE > 130 IN OVERLEG MET WC OOST"	5/9/2011 09:11	7/2/2013 12:40	90242	434406	286			WAALH P 21	
410	G	210	PARKH PARKSLUIZEN		5/9/2011 09:11	7/2/2013 12:40	91492	435740	68	SB		PARKH PARKSLUIZEN	
411	G	2100	MAASTUNNEL	MAASTUNNEL	5/9/2011 09:11	7/2/2013 12:40	91804	434744	291	BB			
412	G	2101	MAASTUNNEL	MAASTUNNEL	5/9/2011 09:11	7/2/2013 12:40	91704	434750	350	BB			
413	G	2103	CHARLOISSE HOOFD		5/9/2011 09:11	7/2/2013 12:40	91644	434826	255	BB			
414	G	2104	CHARLOISSE HOOFD		5/9/2011 09:11	7/2/2013 12:40	91548	434798	254	BB			
415	G	2105	CHARLOISSE HOOFD		5/9/2011 09:11	7/2/2013 12:40	91450	434778	261	BB			
416	G	2106	CHARLOISSE HOOFD		5/9/2011 09:11	7/2/2013 12:40	91346	434762	263	BB			
417	G	2107	JANSH HBR		5/9/2011 09:11	7/2/2013 12:40	91304	434714	182	SB		JANSH HBR	
418	G	2108	JANSH HBR		5/9/2011 09:11	7/2/2013 12:40	91300	434614	182	SB		JANSH HBR	
419	G	2109	JANSH HBR		5/9/2011 09:11	7/2/2013 12:40	91282	434538	272	SB		JANSH HBR	
420	G	211	PARKH RIVIERPOLITIE		5/9/2011 09:11	7/2/2013 12:40	91432	435690	26	SB		PARKH RIVIERPOLITIE	
421	G	2110	JANSH GEMINI		5/9/2011 09:11	7/2/2013 12:40	91224	434584	2	BB		JANSH GEMINI	
422	G	2111	JANSH EVIDES		5/9/2011 09:11	7/2/2013 12:40	91228	434684	2			JANSH EVIDES	
423	G	2112	SLDYK EVIDES		5/9/2011 09:11	7/2/2013 12:40	91188	434746	265			SLDYK EVIDES	
424	G	2113	SLDYK HBR		5/9/2011 09:11	7/2/2013 12:40	91088	434742	270	BB		SLDYK HBR	
425	G	2114	ROBHV PELT		5/9/2011 09:11	7/2/2013 12:40	91064	434674	182	SB		ROBHV PELT	
426	G	2115	ROBHV HBR		5/9/2011 09:11	7/2/2013 12:40	91060	434574	182	SB		ROBHV HBR	
427	G	2116	ROBHV BONN + MEES		5/9/2011 09:11	7/2/2013 12:40	91006	434594	6	SB		ROBHV BONN + MEES	
428	G	2117	ROBHV COFELY		5/9/2011 09:11	7/2/2013 12:40	90970	434638	6	BB		ROBHV COFELY	
